@id,공포번호,공포일자,법령ID,법령구분명,법령명한글,법령상세링크,법령약칭명,법령일련번호,소관부처명,소관부처코드,시행일자,자법타법여부,제개정구분명,현행연혁코드
2816,15008,20171031,001483,법률,어선법,/DRF/lawService.do?OC=tooget&target=law&MST=198518&type=HTML&mobileYn=&efYd=20180501,,198518,해양수산부,1192000,20180501,,일부개정,현행
2817,28833,20180424,004157,대통령령,어선법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=203327&type=HTML&mobileYn=&efYd=20180501,,203327,해양수산부,1192000,20180501,,일부개정,현행
2818,00285,20180501,007684,해양수산부령,어선법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=203465&type=HTML&mobileYn=&efYd=20180501,,203465,해양수산부,1192000,20180501,,일부개정,현행
2819,14839,20170726,009486,법률,어선원 및 어선 재해보상보험법,/DRF/lawService.do?OC=tooget&target=law&MST=195259&type=HTML&mobileYn=&efYd=20170726,어선원재해보험법,195259,해양수산부,1192000,20170726,,타법개정,현행
2820,28618,20180130,009599,대통령령,어선원 및 어선 재해보상보험법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=201841&type=HTML&mobileYn=&efYd=20180130,어선원재해보험법시행령,201841,해양수산부,1192000,20180130,,일부개정,현행
2821,00251,20170728,009600,해양수산부령,어선원 및 어선 재해보상보험법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=196378&type=HTML&mobileYn=&efYd=20170728,어선원재해보험법시행규칙,196378,해양수산부,1192000,20170728,,타법개정,현행
2822,28211,20170726,004163,대통령령,어업단속공무원의 직무에 관한 규정,/DRF/lawService.do?OC=tooget&target=law&MST=195795&type=HTML&mobileYn=&efYd=20170726,,195795,해양수산부,1192000,20170726,,타법개정,현행
2823,28946,20180605,004165,대통령령,어업등록령,/DRF/lawService.do?OC=tooget&target=law&MST=203677&type=HTML&mobileYn=&efYd=20180605,,203677,해양수산부,1192000,20180605,,타법개정,현행
2824,00248,20170717,007691,해양수산부령,어업면허의 관리 등에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=194854&type=HTML&mobileYn=&efYd=20170717,,194854,해양수산부,1192000,20170717,,일부개정,현행
2825,00267,20171201,007696,해양수산부령,어업의 허가 및 신고 등에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=199339&type=HTML&mobileYn=&efYd=20171203,,199339,해양수산부,1192000,20171203,,일부개정,현행
2826,14738,20170321,000383,법률,어업자원보호법,/DRF/lawService.do?OC=tooget&target=law&MST=192584&type=HTML&mobileYn=&efYd=20170922,,192584,해양수산부,1192000,20170922,,일부개정,현행
2827,24455,20130323,004166,대통령령,어업자원보호법시행령,/DRF/lawService.do?OC=tooget&target=law&MST=136422&type=HTML&mobileYn=&efYd=20130323,,136422,해양수산부,1192000,20130323,,타법개정,현행
2828,00743,20110531,007698,법무부령,어음교환소 지정에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=113742&type=HTML&mobileYn=&efYd=20110531,,113742,법무부,1270000,20110531,,전부개정,현행
2829,10198,20100331,001230,법률,어음법,/DRF/lawService.do?OC=tooget&target=law&MST=103947&type=HTML&mobileYn=&efYd=20100331,,103947,법무부,1270000,20100331,,일부개정,현행
2830,14739,20170321,002033,법률,어장관리법,/DRF/lawService.do?OC=tooget&target=law&MST=192585&type=HTML&mobileYn=&efYd=20170922,,192585,해양수산부,1192000,20170922,,일부개정,현행
2831,25551,20140812,009186,대통령령,어장관리법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=158682&type=HTML&mobileYn=&efYd=20140814,,158682,해양수산부,1192000,20140814,,일부개정,현행
2832,00090,20140814,009191,해양수산부령,어장관리법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=158904&type=HTML&mobileYn=&efYd=20140814,,158904,해양수산부,1192000,20140814,,일부개정,현행
2833,15605,20180417,009943,법률,어촌ㆍ어항법,/DRF/lawService.do?OC=tooget&target=law&MST=203216&type=HTML&mobileYn=&efYd=20181018,,203216,해양수산부,1192000,20181018,,일부개정,현행
2834,29213,20181002,010083,대통령령,어촌ㆍ어항법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=204730&type=HTML&mobileYn=&efYd=20181018,,204730,해양수산부,1192000,20181018,,일부개정,현행
2835,00305,20181018,010070,해양수산부령,어촌ㆍ어항법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=204946&type=HTML&mobileYn=&efYd=20181018,,204946,해양수산부,1192000,20181018,,일부개정,현행
2836,15605,20180417,011621,법률,어촌특화발전 지원 특별법,/DRF/lawService.do?OC=tooget&target=law&MST=203217&type=HTML&mobileYn=&efYd=20181018,어촌특화발전법,203217,해양수산부,1192000,20181018,,타법개정,현행
2837,29213,20181002,011866,대통령령,어촌특화발전 지원 특별법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=204732&type=HTML&mobileYn=&efYd=20181018,어촌특화발전법시행령,204732,해양수산부,1192000,20181018,,타법개정,현행
2838,00192,20160623,011876,해양수산부령,어촌특화발전 지원 특별법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=184264&type=HTML&mobileYn=&efYd=20160623,어촌특화발전법시행규칙,184264,해양수산부,1192000,20160623,,타법개정,현행
2839,00217,20170102,007702,해양수산부령,어획물운반업 등록에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=190880&type=HTML&mobileYn=&efYd=20170102,,190880,해양수산부,1192000,20170102,,타법개정,현행
2840,10587,20110414,009881,법률,언론중재 및 피해구제 등에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=112365&type=HTML&mobileYn=&efYd=20110414,언론중재법,112365,문화체육관광부,1371000,20110414,,일부개정,현행
2841,27751,20161230,010026,대통령령,언론중재 및 피해구제 등에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=190516&type=HTML&mobileYn=&efYd=20170101,언론중재법시행령,190516,문화체육관광부,1371000,20170101,,타법개정,현행
2842,12930,20141230,000298,법률,에너지 및 자원사업 특별회계법,/DRF/lawService.do?OC=tooget&target=law&MST=165539&type=HTML&mobileYn=&efYd=20141230,에너지회계법,165539,산업통상자원부,1450000,20141230,,일부개정,현행
2843,27777,20170110,004171,대통령령,에너지 및 자원사업 특별회계법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=190953&type=HTML&mobileYn=&efYd=20170701,에너지회계법시행령,190953,산업통상자원부,1450000,20170701,,일부개정,현행
2844,15344,20180116,010164,법률,에너지법,/DRF/lawService.do?OC=tooget&target=law&MST=201155&type=HTML&mobileYn=&efYd=20180417,,201155,산업통상자원부,1450000,20180417,,타법개정,현행
2845,28212,20170726,010280,대통령령,에너지법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=195879&type=HTML&mobileYn=&efYd=20170726,,195879,산업통상자원부,1450000,20170726,,타법개정,현행
2846,00314,20181017,010281,산업통상자원부령,에너지법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=204894&type=HTML&mobileYn=&efYd=20181017,,204894,산업통상자원부,1450000,20181017,,일부개정,현행
2847,15180,20171212,013030,법률,에너지산업융복합단지의 지정 및 육성에 관한 특별법,/DRF/lawService.do?OC=tooget&target=law&MST=199526&type=HTML&mobileYn=&efYd=20180613,에너지융복합단지법,199526,산업통상자원부,1450000,20180613,,제정,현행
2848,28957,20180612,013140,대통령령,에너지산업융복합단지의 지정 및 육성에 관한 특별법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=203835&type=HTML&mobileYn=&efYd=20180613,,203835,산업통상자원부,1450000,20180613,,제정,현행
2849,00301,20180612,013142,산업통상자원부령,에너지산업융복합단지의 지정 및 육성에 관한 특별법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=203859&type=HTML&mobileYn=&efYd=20180613,,203859,산업통상자원부,1450000,20180613,,제정,현행
2850,15574,20180417,001867,법률,에너지이용 합리화법,/DRF/lawService.do?OC=tooget&target=law&MST=203183&type=HTML&mobileYn=&efYd=20181018,,203183,산업통상자원부,1450000,20181018,,일부개정,현행
2851,29229,20181016,004172,대통령령,에너지이용 합리화법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=204852&type=HTML&mobileYn=&efYd=20181018,,204852,산업통상자원부,1450000,20181018,,일부개정,현행
2852,00309,20180918,007704,산업통상자원부령,에너지이용 합리화법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=204660&type=HTML&mobileYn=&efYd=20181001,,204660,산업통상자원부,1450000,20181001,,일부개정,현행
2853,13852,20160127,000758,법률,엔지니어링산업 진흥법,/DRF/lawService.do?OC=tooget&target=law&MST=180369&type=HTML&mobileYn=&efYd=20160728,엔지니어링산업법,180369,산업통상자원부,1450000,20160728,,일부개정,현행
2854,28547,20171229,004174,대통령령,엔지니어링산업 진흥법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=200487&type=HTML&mobileYn=&efYd=20171229,엔지니어링산업법시행령,200487,산업통상자원부,1450000,20171229,,일부개정,현행
2855,00218,20160930,007705,산업통상자원부령,엔지니어링산업 진흥법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=186953&type=HTML&mobileYn=&efYd=20160930,엔지니어링산업법시행규칙,186953,산업통상자원부,1450000,20160930,,일부개정,현행
2856,15735,20180814,001749,법률,여객자동차 운수사업법,/DRF/lawService.do?OC=tooget&target=law&MST=204216&type=HTML&mobileYn=&efYd=20180814,여객자동차법,204216,국토교통부,1613000,20180814,,일부개정,현행
2857,28969,20180612,004175,대통령령,여객자동차 운수사업법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=203833&type=HTML&mobileYn=&efYd=20180612,여객자동차법시행령,203833,국토교통부,1613000,20180612,,일부개정,현행
2858,00526,20180622,007709,국토교통부령,여객자동차 운수사업법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=203910&type=HTML&mobileYn=&efYd=20180622,여객자동차법시행규칙,203910,국토교통부,1613000,20180622,,일부개정,현행
2859,00422,20170516,007710,국토교통부령,여객자동차터미널 구조 및 설비기준에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=193817&type=HTML&mobileYn=&efYd=20170516,,193817,국토교통부,1613000,20170516,,일부개정,현행
2860,14606,20170321,000006,법률,여권법,/DRF/lawService.do?OC=tooget&target=law&MST=192425&type=HTML&mobileYn=&efYd=20170622,,192425,외교부,1262000,20170622,,일부개정,현행
2861,29187,20180928,004177,대통령령,여권법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=204674&type=HTML&mobileYn=&efYd=20180928,,204674,외교부,1262000,20180928,,일부개정,현행
2862,00057,20180928,007714,외교부령,여권법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=204705&type=HTML&mobileYn=&efYd=20180928,,204705,외교부,1262000,20180928,,일부개정,현행
2863,00092,20160609,012579,여성가족부령,여성가족부 소관 비상대비자원 관리법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=183873&type=HTML&mobileYn=&efYd=20160609,,183873,여성가족부,1383000,20160609,,제정,현행
2864,00079,20151022,009141,여성가족부령,여성가족부 소관 비영리법인의 설립 및 감독에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=175777&type=HTML&mobileYn=&efYd=20151022,,175777,여성가족부,1383000,20151022,,타법개정,현행
2865,29095,20180814,009972,대통령령,여성가족부 직제,/DRF/lawService.do?OC=tooget&target=law&MST=204239&type=HTML&mobileYn=&efYd=20180928,,204239,"여성가족부,행정안전부",1383000 1741000,20180928,,타법개정,현행
2866,00120,20180330,009973,여성가족부령,여성가족부 직제 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=203070&type=HTML&mobileYn=&efYd=20180330,,203070,여성가족부,1383000,20180330,,일부개정,현행
2867,15242,20171219,009395,법률,여성과학기술인 육성 및 지원에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=199759&type=HTML&mobileYn=&efYd=20180620,여성과기인법,199759,과학기술정보통신부,1721000,20180620,,일부개정,현행
2868,28799,20180417,009540,대통령령,여성과학기술인 육성 및 지원에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=203265&type=HTML&mobileYn=&efYd=20180417,여성과기인법시행령,203265,과학기술정보통신부,1721000,20180417,,타법개정,현행
2869,14839,20170726,001993,법률,여성기업지원에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=195177&type=HTML&mobileYn=&efYd=20170726,여성기업법,195177,중소벤처기업부,1421000,20170726,,타법개정,현행
2870,28213,20170726,004178,대통령령,여성기업지원에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=195904&type=HTML&mobileYn=&efYd=20170726,여성기업법시행령,195904,중소벤처기업부,1421000,20170726,,타법개정,현행
2871,13383,20150622,009269,법률,여성농어업인 육성법,/DRF/lawService.do?OC=tooget&target=law&MST=172237&type=HTML&mobileYn=&efYd=20151223,,172237,"농림축산식품부,해양수산부",1192000 1543000,20151223,,타법개정,현행
2872,25623,20140924,009328,대통령령,여성농어업인 육성법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=159707&type=HTML&mobileYn=&efYd=20140924,,159707,"농림축산식품부,해양수산부",1192000 1543000,20140924,,일부개정,현행
2873,00018,20130324,009333,농림축산식품부령,여성농어업인 육성법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=138298&type=HTML&mobileYn=&efYd=20130324,,138298,"농림축산식품부,해양수산부",1192000 1543000,20130324,,일부개정,현행
2874,14532,20170117,010704,법률,여수세계박람회 기념 및 사후활용에 관한 특별법,/DRF/lawService.do?OC=tooget&target=law&MST=191092&type=HTML&mobileYn=&efYd=20180118,여수박람회법,191092,해양수산부,1192000,20180118,,타법개정,현행
2875,29269,20181030,010777,대통령령,여수세계박람회 기념 및 사후활용에 관한 특별법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=205098&type=HTML&mobileYn=&efYd=20181101,여수박람회법시행령,205098,해양수산부,1192000,20181101,,타법개정,현행
2876,15022,20171031,000536,법률,여신전문금융업법,/DRF/lawService.do?OC=tooget&target=law&MST=198565&type=HTML&mobileYn=&efYd=20181101,,198565,금융위원회,1160100,20181101,,타법개정,현행
2877,29269,20181030,004186,대통령령,여신전문금융업법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=205099&type=HTML&mobileYn=&efYd=20181101,,205099,금융위원회,1160100,20181101,,타법개정,현행
2878,00996,20121015,007717,총리령,여신전문금융업법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=129162&type=HTML&mobileYn=&efYd=20121222,,129162,금융위원회,1160100,20121222,,일부개정,현행
2879,14839,20170726,011184,법률,역세권의 개발 및 이용에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=195238&type=HTML&mobileYn=&efYd=20170726,역세권법,195238,국토교통부,1613000,20170726,,타법개정,현행
2880,29269,20181030,011292,대통령령,역세권의 개발 및 이용에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=205100&type=HTML&mobileYn=&efYd=20181101,역세권법시행령,205100,국토교통부,1613000,20181101,,타법개정,현행
2881,00419,20170502,011294,국토교통부령,역세권의 개발 및 이용에 관한 법률 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=193736&type=HTML&mobileYn=&efYd=20170502,역세권법시행규칙,193736,국토교통부,1613000,20170502,,타법개정,현행
2882,15562,20180417,009878,법률,연구개발특구의 육성에 관한 특별법,/DRF/lawService.do?OC=tooget&target=law&MST=203171&type=HTML&mobileYn=&efYd=20181018,연구개발특구법,203171,과학기술정보통신부,1721000,20181018,,일부개정,현행
2883,29224,20181016,010024,대통령령,연구개발특구의 육성에 관한 특별법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=204847&type=HTML&mobileYn=&efYd=20181018,연구개발특구법시행령,204847,과학기술정보통신부,1721000,20181018,,일부개정,현행
2884,00001,20170726,010022,과학기술정보통신부령,연구개발특구의 육성에 관한 특별법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=196137&type=HTML&mobileYn=&efYd=20170726,연구개발특구법시행규칙,196137,과학기술정보통신부,1721000,20170726,,타법개정,현행
2885,15563,20180417,009925,법률,연구실 안전환경 조성에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=203172&type=HTML&mobileYn=&efYd=20181018,연구실안전법,203172,과학기술정보통신부,1721000,20181018,,일부개정,현행
2886,29240,20181018,010191,대통령령,연구실 안전환경 조성에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=204897&type=HTML&mobileYn=&efYd=20181018,연구실안전법시행령,204897,과학기술정보통신부,1721000,20181018,,일부개정,현행
2887,00001,20170726,010190,과학기술정보통신부령,연구실 안전환경 조성에 관한 법률 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=196138&type=HTML&mobileYn=&efYd=20170923,연구실안전법시행규칙,196138,과학기술정보통신부,1721000,20170923,,타법개정,현행
2888,29180,20180918,004189,대통령령,연구직 및 지도직공무원의 임용 등에 관한 규정,/DRF/lawService.do?OC=tooget&target=law&MST=204595&type=HTML&mobileYn=&efYd=20180921,,204595,인사혁신처,1760000,20180921,,타법개정,현행
2889,00001,20130323,007718,교육부령,연구학교에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=137605&type=HTML&mobileYn=&efYd=20130323,,137605,교육부,1342000,20130323,,타법개정,현행
2890,15462,20180313,011432,법률,연근해어업의 구조개선 및 지원에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=202682&type=HTML&mobileYn=&efYd=20180313,연근해어업구조개선법,202682,해양수산부,1192000,20180313,,일부개정,현행
2891,26754,20151222,011659,대통령령,연근해어업의 구조개선 및 지원에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=177615&type=HTML&mobileYn=&efYd=20151223,연근해어업구조개선법시행령,177615,해양수산부,1192000,20151223,,타법개정,현행
2892,00196,20160722,011670,해양수산부령,연근해어업의 구조개선 및 지원에 관한 법률 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=184962&type=HTML&mobileYn=&efYd=20160722,연근해어업구조개선법시행규칙,184962,해양수산부,1192000,20160722,,일부개정,현행
2893,00217,20170102,007719,해양수산부령,연근해어업의 조업상황 등의 보고에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=190881&type=HTML&mobileYn=&efYd=20170102,,190881,해양수산부,1192000,20170102,,타법개정,현행
2894,14804,20170418,001994,법률,연안관리법,/DRF/lawService.do?OC=tooget&target=law&MST=193439&type=HTML&mobileYn=&efYd=20171019,,193439,해양수산부,1192000,20171019,,타법개정,현행
2895,28846,20180430,004190,대통령령,연안관리법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=203419&type=HTML&mobileYn=&efYd=20180501,,203419,해양수산부,1192000,20180501,,타법개정,현행
2896,00134,20150108,007720,해양수산부령,연안관리법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=167212&type=HTML&mobileYn=&efYd=20150108,,167212,해양수산부,1192000,20150108,,타법개정,현행
2897,14839,20170726,012049,법률,연안사고 예방에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=195284&type=HTML&mobileYn=&efYd=20171019,연안사고예방법,195284,해양경찰청,1532000,20171019,,타법개정,현행
2898,28471,20171212,012134,대통령령,연안사고 예방에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=199598&type=HTML&mobileYn=&efYd=20180101,연안사고예방법시행령,199598,해양경찰청,1532000,20180101,,타법개정,현행
2899,00262,20171019,012137,해양수산부령,연안사고 예방에 관한 법률 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=198061&type=HTML&mobileYn=&efYd=20171019,연안사고예방법시행규칙,198061,해양경찰청,1532000,20171019,,일부개정,현행
2900,12209,20140107,001431,법률,연호에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=149585&type=HTML&mobileYn=&efYd=20140107,,149585,행정안전부,1741000,20140107,,일부개정,현행
2901,12828,20141015,001478,법률,염업조합법,/DRF/lawService.do?OC=tooget&target=law&MST=160151&type=HTML&mobileYn=&efYd=20150116,,160151,해양수산부,1192000,20150116,,일부개정,현행
2902,27751,20161230,004203,대통령령,염업조합법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=190522&type=HTML&mobileYn=&efYd=20170101,,190522,해양수산부,1192000,20170101,,타법개정,현행
2903,14046,20160302,001555,법률,엽연초생산협동조합법,/DRF/lawService.do?OC=tooget&target=law&MST=181381&type=HTML&mobileYn=&efYd=20160302,엽연초조합법,181381,기획재정부,1051000,20160302,,일부개정,현행
2904,27751,20161230,004208,대통령령,엽연초생산협동조합법시행령,/DRF/lawService.do?OC=tooget&target=law&MST=190523&type=HTML&mobileYn=&efYd=20170101,엽연초조합법시행령,190523,기획재정부,1051000,20170101,,타법개정,현행
2905,27821,20170131,009310,대통령령,영산강ㆍ섬진강수계관리위원회규정,/DRF/lawService.do?OC=tooget&target=law&MST=191396&type=HTML&mobileYn=&efYd=20170131,,191396,환경부,1480000,20170131,,일부개정,현행
2906,15099,20171128,009286,법률,영산강ㆍ섬진강수계 물관리 및 주민지원 등에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=199140&type=HTML&mobileYn=&efYd=20180118,영산강섬진강수계법,199140,환경부,1480000,20180118,,일부개정,현행
2907,28607,20180123,009335,대통령령,영산강ㆍ섬진강수계 물관리 및 주민지원 등에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=201496&type=HTML&mobileYn=&efYd=20180123,영산강섬진강수계법시행령,201496,환경부,1480000,20180123,,일부개정,현행
2908,00745,20180117,009341,환경부령,영산강ㆍ섬진강수계 물관리 및 주민지원 등에 관한 법률 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=201368&type=HTML&mobileYn=&efYd=20180118,영산강섬진강수계법시행규칙,201368,환경부,1480000,20180118,,타법개정,현행
2909,08744,20071221,000837,법률,영상진흥기본법,/DRF/lawService.do?OC=tooget&target=law&MST=81895&type=HTML&mobileYn=&efYd=20071221,,81895,문화체육관광부,1371000,20071221,,일부개정,현행
2910,28211,20170726,004214,대통령령,영상진흥기본법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=195685&type=HTML&mobileYn=&efYd=20170726,,195685,문화체육관광부,1371000,20170726,,타법개정,현행
2911,00192,20160623,007737,해양수산부령,영어조합법인에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=184265&type=HTML&mobileYn=&efYd=20160623,,184265,해양수산부,1192000,20160623,,타법개정,현행
2912,14597,20170314,000191,법률,영유아보육법,/DRF/lawService.do?OC=tooget&target=law&MST=192324&type=HTML&mobileYn=&efYd=20170915,,192324,보건복지부,1352000,20170915,,일부개정,현행
2913,29180,20180918,004216,대통령령,영유아보육법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=204596&type=HTML&mobileYn=&efYd=20180921,,204596,보건복지부,1352000,20180921,,타법개정,현행
2914,00541,20171212,007739,보건복지부령,영유아보육법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=199634&type=HTML&mobileYn=&efYd=20180613,,199634,보건복지부,1352000,20180613,,일부개정,현행
2915,15231,20171219,002034,법률,영재교육 진흥법,/DRF/lawService.do?OC=tooget&target=law&MST=199748&type=HTML&mobileYn=&efYd=20171219,,199748,교육부,1342000,20171219,,일부개정,현행
2916,28211,20170726,009372,대통령령,영재교육진흥법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=195517&type=HTML&mobileYn=&efYd=20170726,,195517,교육부,1342000,20170726,,타법개정,현행
2917,15429,20180313,001438,법률,영해 및 접속수역법,/DRF/lawService.do?OC=tooget&target=law&MST=202628&type=HTML&mobileYn=&efYd=20180614,영해법,202628,외교부,1262000,20180614,,일부개정,현행
2918,28946,20180605,004217,대통령령,영해및접속수역법시행령,/DRF/lawService.do?OC=tooget&target=law&MST=203679&type=HTML&mobileYn=&efYd=20180605,,203679,외교부,1262000,20180605,,타법개정,현행
2919,15820,20181016,010200,법률,영화 및 비디오물의 진흥에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=204799&type=HTML&mobileYn=&efYd=20181016,영화비디오법,204799,문화체육관광부,1371000,20181016,,일부개정,현행
2920,28204,20170724,010311,대통령령,영화 및 비디오물의 진흥에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=194939&type=HTML&mobileYn=&efYd=20170724,영화비디오법시행령,194939,문화체육관광부,1371000,20170724,,일부개정,현행
2921,00308,20171103,010315,문화체육관광부령,영화 및 비디오물의 진흥에 관한 법률 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=198753&type=HTML&mobileYn=&efYd=20171103,영화비디오법시행규칙,198753,문화체육관광부,1371000,20171103,,일부개정,현행
2922,14242,20160529,001537,법률,예금자보호법,/DRF/lawService.do?OC=tooget&target=law&MST=183691&type=HTML&mobileYn=&efYd=20161201,,183691,금융위원회,1160100,20161201,,타법개정,현행
2923,28283,20170905,004223,대통령령,예금자보호법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=197329&type=HTML&mobileYn=&efYd=20170905,,197329,금융위원회,1160100,20170905,,타법개정,현행
2924,14839,20170726,001619,법률,예비군법,/DRF/lawService.do?OC=tooget&target=law&MST=195058&type=HTML&mobileYn=&efYd=20170726,,195058,국방부,1290000,20170726,,타법개정,현행
2925,28211,20170726,005634,대통령령,예비군법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=195561&type=HTML&mobileYn=&efYd=20170726,,195561,국방부,1290000,20170726,,타법개정,현행
2926,00931,20170801,008726,국방부령,예비군법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=196420&type=HTML&mobileYn=&efYd=20170801,,196420,국방부,1290000,20170801,,타법개정,현행
2927,00910,20161130,009235,국방부령,예비군 육성ㆍ지원에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=187979&type=HTML&mobileYn=&efYd=20161130,,187979,국방부,1290000,20161130,,일부개정,현행
2928,00967,20180824,010251,국방부령,예비전력관리 업무담당자 선발 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=204286&type=HTML&mobileYn=&efYd=20180824,,204286,국방부,1290000,20180824,,일부개정,현행
2929,28510,20171229,004226,대통령령,예산성과금 규정,/DRF/lawService.do?OC=tooget&target=law&MST=200434&type=HTML&mobileYn=&efYd=20171229,,200434,기획재정부,1051000,20171229,,일부개정,현행
2930,08852,20080229,000730,법률,예산회계에관한특례법,/DRF/lawService.do?OC=tooget&target=law&MST=84010&type=HTML&mobileYn=&efYd=20080229,예산회계특례법,84010,기획재정부,1051000,20080229,,타법개정,현행
2931,20720,20080229,004231,대통령령,예산회계에관한특례법시행령,/DRF/lawService.do?OC=tooget&target=law&MST=86731&type=HTML&mobileYn=&efYd=20080229,예산회계특례법시행령,86731,기획재정부,1051000,20080229,,타법개정,현행
2932,26780,20151230,004234,대통령령,예술원사무국직제,/DRF/lawService.do?OC=tooget&target=law&MST=177953&type=HTML&mobileYn=&efYd=20151230,,177953,"문화체육관광부,행정안전부",1371000 1741000,20151230,,타법개정,현행
2933,00270,20161012,007749,문화체육관광부령,예술원사무국 직제 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=187133&type=HTML&mobileYn=&efYd=20161012,,187133,문화체육관광부,1371000,20161012,,일부개정,현행
2934,15568,20180417,011492,법률,예술인 복지법,/DRF/lawService.do?OC=tooget&target=law&MST=203177&type=HTML&mobileYn=&efYd=20181018,,203177,문화체육관광부,1371000,20181018,,일부개정,현행
2935,29227,20181016,011711,대통령령,예술인 복지법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=204850&type=HTML&mobileYn=&efYd=20181018,,204850,문화체육관광부,1371000,20181018,,일부개정,현행
