@id,공포번호,공포일자,법령ID,법령구분명,법령명한글,법령상세링크,법령약칭명,법령일련번호,소관부처명,소관부처코드,시행일자,자법타법여부,제개정구분명,현행연혁코드
510,28879,20180508,012256,대통령령,공직인사혁신위원회의 설치 및 운영에 관한 규정,/DRF/lawService.do?OC=tooget&target=law&MST=203507&type=HTML&mobileYn=&efYd=20180508,,203507,인사혁신처,1760000,20180508,,일부개정,현행
511,15053,20171128,001965,법률,공직자 등의 병역사항 신고 및 공개에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=199090&type=HTML&mobileYn=&efYd=20180529,병역공개법,199090,병무청,1300000,20180529,,일부개정,현행
512,28440,20171121,002383,대통령령,공직자 등의 병역사항 신고 및 공개에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=198940&type=HTML&mobileYn=&efYd=20171121,병역공개법시행령,198940,"국방부,병무청",1290000 1300000,20171121,,타법개정,현행
513,00962,20180529,006366,국방부령,공직자 등의 병역사항 신고 및 공개에 관한 법률 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=203609&type=HTML&mobileYn=&efYd=20180529,병역공개법시행규칙,203609,병무청,1300000,20180529,,일부개정,현행
514,00105,19990930,006003,국회규칙,공직자등의병역사항신고및공개에관한법률시행에관한국회규칙,/DRF/lawService.do?OC=tooget&target=law&MST=35378&type=HTML&mobileYn=&efYd=19990930,,35378,국회,9700000,19990930,,제정,현행
515,14839,20170726,001718,법률,공직자윤리법,/DRF/lawService.do?OC=tooget&target=law&MST=195301&type=HTML&mobileYn=&efYd=20170726,,195301,인사혁신처,1760000,20170726,,타법개정,현행
516,29063,20180724,002384,대통령령,공직자윤리법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=204113&type=HTML&mobileYn=&efYd=20180724,,204113,인사혁신처,1760000,20180724,,타법개정,현행
517,01478,20180725,006367,총리령,공직자윤리법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=204134&type=HTML&mobileYn=&efYd=20180725,,204134,인사혁신처,1760000,20180725,,일부개정,현행
518,00211,20171124,006004,국회규칙,공직자윤리법의 시행에 관한 국회규칙,/DRF/lawService.do?OC=tooget&target=law&MST=199638&type=HTML&mobileYn=&efYd=20171124,,199638,국회,9700000,20171124,,일부개정,현행
519,02714,20170202,005710,대법원규칙,공직자윤리법의 시행에 관한 대법원규칙,/DRF/lawService.do?OC=tooget&target=law&MST=191508&type=HTML&mobileYn=&efYd=20170301,,191508,대법원,9740000,20170301,,타법개정,현행
520,00462,20170327,006035,중앙선거관리위원회규칙,공직자윤리법의 시행에 관한 중앙선거관리위원회 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=192883&type=HTML&mobileYn=&efYd=20170327,,192883,중앙선거관리위원회,9760000,20170327,,일부개정,현행
521,00371,20151014,006071,헌법재판소규칙,공직자윤리법의 시행에 관한 헌법재판소 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=175573&type=HTML&mobileYn=&efYd=20151014,,175573,헌법재판소,9750000,20151014,,일부개정,현행
522,27607,20161122,010039,대통령령,공직후보자 등에 관한 정보의 수집 및 관리에 관한 규정,/DRF/lawService.do?OC=tooget&target=law&MST=187614&type=HTML&mobileYn=&efYd=20161122,,187614,인사혁신처,1760000,20161122,,타법개정,현행
523,02668,20160627,005713,대법원규칙,공탁규칙,/DRF/lawService.do?OC=tooget&target=law&MST=184376&type=HTML&mobileYn=&efYd=20160804,,184376,대법원,9740000,20160804,,타법개정,현행
524,02805,20181008,010634,대법원규칙,공탁금관리위원회 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=204754&type=HTML&mobileYn=&efYd=20181008,,204754,대법원,9740000,20181008,,일부개정,현행
525,02790,20180529,005711,대법원규칙,공탁금의 이자에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=203634&type=HTML&mobileYn=&efYd=20180701,,203634,대법원,9740000,20180701,,일부개정,현행
526,13565,20151215,001212,법률,공탁법,/DRF/lawService.do?OC=tooget&target=law&MST=177185&type=HTML&mobileYn=&efYd=20160101,,177185,법무부,1270000,20160101,,일부개정,현행
527,15113,20171128,011171,법률,공항소음 방지 및 소음대책지역 지원에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=199156&type=HTML&mobileYn=&efYd=20171128,공항소음방지법,199156,국토교통부,1613000,20171128,,일부개정,현행
528,28507,20171226,011276,대통령령,공항소음 방지 및 소음대책지역 지원에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=200263&type=HTML&mobileYn=&efYd=20180101,공항소음방지법시행령,200263,국토교통부,1613000,20180101,,일부개정,현행
529,00490,20180209,011279,국토교통부령,공항소음 방지 및 소음대책지역 지원에 관한 법률 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=202138&type=HTML&mobileYn=&efYd=20180209,공항소음방지법시행규칙,202138,국토교통부,1613000,20180209,,타법개정,현행
530,27972,20170329,002385,대통령령,공항시설관리권등록령,/DRF/lawService.do?OC=tooget&target=law&MST=192981&type=HTML&mobileYn=&efYd=20170330,,192981,국토교통부,1613000,20170330,,타법개정,현행
531,00001,20130323,006371,국토교통부령,공항시설관리권 등록령 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=137664&type=HTML&mobileYn=&efYd=20130323,,137664,국토교통부,1613000,20130323,,타법개정,현행
532,15399,20180221,012522,법률,공항시설법,/DRF/lawService.do?OC=tooget&target=law&MST=202309&type=HTML&mobileYn=&efYd=20180822,,202309,국토교통부,1613000,20180822,,일부개정,현행
533,29109,20180821,012844,대통령령,공항시설법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=204262&type=HTML&mobileYn=&efYd=20180822,,204262,국토교통부,1613000,20180822,,일부개정,현행
534,00545,20180921,012850,국토교통부령,공항시설법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=204667&type=HTML&mobileYn=&efYd=20180921,,204667,국토교통부,1613000,20180921,,일부개정,현행
535,00414,20170330,006774,국토교통부령,공항에서의 귀빈 예우에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=193067&type=HTML&mobileYn=&efYd=20170330,,193067,국토교통부,1613000,20170330,,타법개정,현행
536,28211,20170726,010630,대통령령,과거사 관련 권고사항 처리 등에 관한 규정,/DRF/lawService.do?OC=tooget&target=law&MST=195579&type=HTML&mobileYn=&efYd=20170726,,195579,행정안전부,1741000,20170726,,타법개정,현행
537,12158,20140101,001966,법률,과세자료의 제출 및 관리에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=149319&type=HTML&mobileYn=&efYd=20140101,과세자료법,149319,기획재정부,1051000,20140101,,일부개정,현행
538,29269,20181030,002388,대통령령,과세자료의 제출 및 관리에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=205076&type=HTML&mobileYn=&efYd=20181101,과세자료법시행령,205076,기획재정부,1051000,20181101,,타법개정,현행
539,00667,20180319,006374,기획재정부령,과세자료의 제출 및 관리에 관한 법률 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=202844&type=HTML&mobileYn=&efYd=20180319,과세자료법시행규칙,202844,기획재정부,1051000,20180319,,일부개정,현행
540,02176,20080605,010764,대법원규칙,과태료 체납자에 대한 감치의 재판에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=87413&type=HTML&mobileYn=&efYd=20080622,,87413,대법원,9740000,20080622,,제정,현행
541,14839,20170726,000767,법률,과학관의 설립ㆍ운영 및 육성에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=195356&type=HTML&mobileYn=&efYd=20170726,과학관법,195356,과학기술정보통신부,1721000,20170726,,타법개정,현행
542,28210,20170726,002389,대통령령,과학관의 설립ㆍ운영 및 육성에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=195402&type=HTML&mobileYn=&efYd=20170726,과학관법시행령,195402,과학기술정보통신부,1721000,20170726,,타법개정,현행
543,00001,20170726,006376,과학기술정보통신부령,과학관의 설립ㆍ운영 및 육성에 관한 법률 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=196116&type=HTML&mobileYn=&efYd=20170726,과학관법시행규칙,196116,과학기술정보통신부,1721000,20170726,,타법개정,현행
544,15556,20180417,009177,법률,과학기술기본법,/DRF/lawService.do?OC=tooget&target=law&MST=203165&type=HTML&mobileYn=&efYd=20180718,,203165,과학기술정보통신부,1721000,20180718,,일부개정,현행
545,28800,20180417,009218,대통령령,과학기술기본법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=203269&type=HTML&mobileYn=&efYd=20180417,,203269,과학기술정보통신부,1721000,20180417,,일부개정,현행
546,00001,20170726,009219,과학기술정보통신부령,과학기술기본법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=196117&type=HTML&mobileYn=&efYd=20170726,,196117,과학기술정보통신부,1721000,20170726,,타법개정,현행
547,15344,20180116,009761,법률,과학기술분야 정부출연연구기관 등의 설립ㆍ운영 및 육성에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=201136&type=HTML&mobileYn=&efYd=20180417,과기출연기관법,201136,과학기술정보통신부,1721000,20180417,,타법개정,현행
548,28799,20180417,009810,대통령령,과학기술분야 정부출연연구기관 등의 설립ㆍ운영 및 육성에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=203252&type=HTML&mobileYn=&efYd=20180417,과기출연기관법시행령,203252,과학기술정보통신부,1721000,20180417,,타법개정,현행
549,15344,20180116,012418,법률,과학기술유공자 예우 및 지원에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=201137&type=HTML&mobileYn=&efYd=20180417,과학기술유공자법,201137,과학기술정보통신부,1721000,20180417,,타법개정,현행
550,28799,20180417,012701,대통령령,과학기술유공자 예우 및 지원에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=203287&type=HTML&mobileYn=&efYd=20180417,,203287,과학기술정보통신부,1721000,20180417,,타법개정,현행
551,15237,20171219,009401,법률,과학기술인공제회법,/DRF/lawService.do?OC=tooget&target=law&MST=199754&type=HTML&mobileYn=&efYd=20180320,,199754,과학기술정보통신부,1721000,20180320,,일부개정,현행
552,00001,20170726,010076,과학기술정보통신부령,과학기술인공제회 퇴직연금급여사업 등 운영규칙,/DRF/lawService.do?OC=tooget&target=law&MST=196118&type=HTML&mobileYn=&efYd=20170726,,196118,과학기술정보통신부,1721000,20170726,,타법개정,현행
553,00001,20170726,012263,과학기술정보통신부령,과학기술정보통신부 소관 비상대비자원 관리법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=196128&type=HTML&mobileYn=&efYd=20170726,,196128,과학기술정보통신부,1721000,20170726,,타법개정,현행
554,00001,20170726,011847,과학기술정보통신부령,과학기술정보통신부 소관 비영리법인의 설립 및 감독에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=196129&type=HTML&mobileYn=&efYd=20170726,,196129,과학기술정보통신부,1721000,20170726,,타법개정,현행
555,29191,20180928,012908,대통령령,과학기술정보통신부와 그 소속기관 직제,/DRF/lawService.do?OC=tooget&target=law&MST=204678&type=HTML&mobileYn=&efYd=20180928,,204678,"과학기술정보통신부,행정안전부",1721000 1741000,20180928,,일부개정,현행
556,00017,20180928,012923,과학기술정보통신부령,과학기술정보통신부와 그 소속기관 직제 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=204718&type=HTML&mobileYn=&efYd=20180928,,204718,과학기술정보통신부,1721000,20180928,,일부개정,현행
557,14903,20171024,000867,법률,과학ㆍ수학ㆍ정보 교육 진흥법,/DRF/lawService.do?OC=tooget&target=law&MST=198221&type=HTML&mobileYn=&efYd=20180425,,198221,교육부,1342000,20180425,,전부개정,현행
558,28798,20180417,002391,대통령령,과학ㆍ수학ㆍ정보 교육 진흥법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=203249&type=HTML&mobileYn=&efYd=20180425,,203249,교육부,1342000,20180425,,전부개정,현행
559,00001,20170726,006380,과학기술정보통신부령,과학영재선발위원회규칙,/DRF/lawService.do?OC=tooget&target=law&MST=196119&type=HTML&mobileYn=&efYd=20170726,,196119,과학기술정보통신부,1721000,20170726,,타법개정,현행
560,28394,20171017,002404,대통령령,관공서의 공휴일에 관한 규정,/DRF/lawService.do?OC=tooget&target=law&MST=197878&type=HTML&mobileYn=&efYd=20171017,,197878,인사혁신처,1760000,20171017,,일부개정,현행
561,15056,20171128,000086,법률,관광기본법,/DRF/lawService.do?OC=tooget&target=law&MST=199093&type=HTML&mobileYn=&efYd=20171229,,199093,문화체육관광부,1371000,20171229,,일부개정,현행
562,15057,20171128,000083,법률,관광진흥개발기금법,/DRF/lawService.do?OC=tooget&target=law&MST=199094&type=HTML&mobileYn=&efYd=20171128,관광기금법,199094,문화체육관광부,1371000,20171128,,일부개정,현행
563,28261,20170904,002412,대통령령,관광진흥개발기금법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=197060&type=HTML&mobileYn=&efYd=20170904,,197060,문화체육관광부,1371000,20170904,,타법개정,현행
564,00064,20100903,006385,문화체육관광부령,관광진흥개발기금법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=107533&type=HTML&mobileYn=&efYd=20100903,,107533,문화체육관광부,1371000,20100903,,일부개정,현행
565,15636,20180612,001744,법률,관광진흥법,/DRF/lawService.do?OC=tooget&target=law&MST=203731&type=HTML&mobileYn=&efYd=20180713,,203731,문화체육관광부,1371000,20180713,,일부개정,현행
566,29163,20180918,002413,대통령령,관광진흥법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=204519&type=HTML&mobileYn=&efYd=20180921,,204519,문화체육관광부,1371000,20180921,,타법개정,현행
567,00329,20180614,006386,문화체육관광부령,관광진흥법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=203872&type=HTML&mobileYn=&efYd=20180614,,203872,문화체육관광부,1371000,20180614,,일부개정,현행
568,28211,20170726,002416,대통령령,관보규정,/DRF/lawService.do?OC=tooget&target=law&MST=195580&type=HTML&mobileYn=&efYd=20170726,,195580,행정안전부,1741000,20170726,,타법개정,현행
569,00001,20170726,006387,행정안전부령,관보규정 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=196165&type=HTML&mobileYn=&efYd=20170726,,196165,행정안전부,1741000,20170726,,타법개정,현행
570,15128,20171128,011903,법률,관상어산업의 육성 및 지원에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=199171&type=HTML&mobileYn=&efYd=20171128,관상어산업법,199171,해양수산부,1192000,20171128,,일부개정,현행
571,27245,20160621,012009,대통령령,관상어산업의 육성 및 지원에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=184002&type=HTML&mobileYn=&efYd=20160623,관상어산업법시행령,184002,해양수산부,1192000,20160623,,타법개정,현행
572,00180,20160106,012012,해양수산부령,관상어산업의 육성 및 지원에 관한 법률 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=179304&type=HTML&mobileYn=&efYd=20160106,관상어산업법시행규칙,179304,해양수산부,1192000,20160106,,일부개정,현행
573,15218,20171219,001556,법률,관세법,/DRF/lawService.do?OC=tooget&target=law&MST=199734&type=HTML&mobileYn=&efYd=20180701,,199734,기획재정부,1051000,20180701,,일부개정,현행
574,28642,20180213,002421,대통령령,관세법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=202153&type=HTML&mobileYn=&efYd=20180701,,202153,기획재정부,1051000,20180701,,일부개정,현행
575,00692,20180920,006392,기획재정부령,관세법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=204661&type=HTML&mobileYn=&efYd=20180920,,204661,기획재정부,1051000,20180920,,일부개정,현행
576,00647,20171229,006419,기획재정부령,관세법 제68조에 따른 특별긴급관세 부과에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=200691&type=HTML&mobileYn=&efYd=20180101,,200691,기획재정부,1051000,20180101,,일부개정,현행
577,28512,20171229,011762,대통령령,관세법 제69조에 따른 조정관세의 적용에 관한 규정,/DRF/lawService.do?OC=tooget&target=law&MST=200436&type=HTML&mobileYn=&efYd=20180101,,200436,기획재정부,1051000,20180101,,전부개정,현행
578,28513,20171229,011318,대통령령,관세법 제71조에 따른 할당관세의 적용에 관한 규정,/DRF/lawService.do?OC=tooget&target=law&MST=200453&type=HTML&mobileYn=&efYd=20180101,,200453,기획재정부,1051000,20180101,,전부개정,현행
579,12347,19871231,002423,대통령령,관세법제7조제3항의규정에의한안료색소의관세율변경에관한규정,/DRF/lawService.do?OC=tooget&target=law&MST=11024&type=HTML&mobileYn=&efYd=19880101,,11024,기획재정부,1051000,19880101,,일부개정,현행
580,00486,20150701,012326,기획재정부령,관세법 제85조에 따른 품목분류의 적용기준에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=172735&type=HTML&mobileYn=&efYd=20150701,,172735,기획재정부,1051000,20150701,,제정,현행
581,15329,20171230,000591,법률,관세사법,/DRF/lawService.do?OC=tooget&target=law&MST=200873&type=HTML&mobileYn=&efYd=20180101,,200873,기획재정부,1051000,20180101,,일부개정,현행
582,28689,20180306,002521,대통령령,관세사법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=202498&type=HTML&mobileYn=&efYd=20180306,,202498,기획재정부,1051000,20180306,,일부개정,현행
583,00608,20170310,006489,기획재정부령,관세사법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=192345&type=HTML&mobileYn=&efYd=20170701,,192345,기획재정부,1051000,20170701,,일부개정,현행
584,29166,20180918,002523,대통령령,관세청과 그 소속기관 직제,/DRF/lawService.do?OC=tooget&target=law&MST=204537&type=HTML&mobileYn=&efYd=20180918,,204537,"관세청,행정안전부",1220000 1741000,20180918,,일부개정,현행
585,00691,20180918,006492,기획재정부령,관세청과 그 소속기관 직제 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=204657&type=HTML&mobileYn=&efYd=20180918,,204657,관세청,1220000,20180918,,일부개정,현행
586,15175,20171212,001859,법률,광산안전법,/DRF/lawService.do?OC=tooget&target=law&MST=199521&type=HTML&mobileYn=&efYd=20180613,,199521,산업통상자원부,1450000,20180613,,일부개정,현행
587,28959,20180612,002531,대통령령,광산안전법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=203823&type=HTML&mobileYn=&efYd=20180613,,203823,산업통상자원부,1450000,20180613,,일부개정,현행
588,00235,20170106,006506,산업통상자원부령,광산안전법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=190941&type=HTML&mobileYn=&efYd=20170107,,190941,산업통상자원부,1450000,20170107,,전부개정,현행
589,13729,20160106,009941,법률,광산피해의 방지 및 복구에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=179062&type=HTML&mobileYn=&efYd=20170107,광산피해방지법,179062,산업통상자원부,1450000,20170107,,타법개정,현행
590,27767,20170106,010195,대통령령,광산피해의 방지 및 복구에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=190924&type=HTML&mobileYn=&efYd=20170107,광산피해방지법시행령,190924,산업통상자원부,1450000,20170107,,타법개정,현행
591,00158,20150922,010228,산업통상자원부령,광산피해의 방지 및 복구에 관한 법률 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=175131&type=HTML&mobileYn=&efYd=20150922,광산피해방지법시행규칙,175131,산업통상자원부,1450000,20150922,,일부개정,현행
592,26188,20150407,002535,대통령령,광업등록령,/DRF/lawService.do?OC=tooget&target=law&MST=170065&type=HTML&mobileYn=&efYd=20150407,,170065,산업통상자원부,1450000,20150407,,일부개정,현행
593,00196,20160707,006510,산업통상자원부령,광업등록령 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=184656&type=HTML&mobileYn=&efYd=20160707,,184656,산업통상자원부,1450000,20160707,,일부개정,현행
594,14990,20171031,001865,법률,광업법,/DRF/lawService.do?OC=tooget&target=law&MST=198500&type=HTML&mobileYn=&efYd=20171031,,198500,산업통상자원부,1450000,20171031,,일부개정,현행
595,28179,20170711,002537,대통령령,광업법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=194762&type=HTML&mobileYn=&efYd=20170711,,194762,산업통상자원부,1450000,20170711,,일부개정,현행
596,00195,20160707,006511,산업통상자원부령,광업법 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=184655&type=HTML&mobileYn=&efYd=20160707,,184655,산업통상자원부,1450000,20160707,,일부개정,현행
597,00504,20151005,010921,기획재정부령,광업ㆍ제조업조사 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=175413&type=HTML&mobileYn=&efYd=20151005,,175413,통계청,1240000,20151005,,일부개정,현행
598,15506,20180320,013097,법률,광융합기술 개발 및 기반조성 지원에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=202774&type=HTML&mobileYn=&efYd=20180921,광융합기술지원법,202774,산업통상자원부,1450000,20180921,,제정,현행
599,29174,20180918,013170,대통령령,광융합기술 개발 및 기반조성 지원에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=204557&type=HTML&mobileYn=&efYd=20180921,광융합기술지원법,204557,산업통상자원부,1450000,20180921,,제정,현행
600,14839,20170726,000772,법률,광주과학기술원법,/DRF/lawService.do?OC=tooget&target=law&MST=195340&type=HTML&mobileYn=&efYd=20170726,,195340,과학기술정보통신부,1721000,20170726,,타법개정,현행
601,29204,20181002,002541,대통령령,광주과학기술원법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=204721&type=HTML&mobileYn=&efYd=20181002,,204721,과학기술정보통신부,1721000,20181002,,일부개정,현행
602,28868,20180508,013122,대통령령,광주광역시 서구와 남구의 관할구역 변경에 관한 규정,/DRF/lawService.do?OC=tooget&target=law&MST=203487&type=HTML&mobileYn=&efYd=20180608,,203487,행정안전부,1741000,20180608,,제정,현행
603,28471,20171212,002546,대통령령,교과용도서에 관한 규정,/DRF/lawService.do?OC=tooget&target=law&MST=199579&type=HTML&mobileYn=&efYd=20180101,,199579,교육부,1342000,20180101,,타법개정,현행
604,00410,19950729,006523,법무부령,교도관점검규칙,/DRF/lawService.do?OC=tooget&target=law&MST=37557&type=HTML&mobileYn=&efYd=19950729,,37557,법무부,1270000,19950729,,일부개정,현행
605,00838,20150130,006524,법무부령,교도관직무규칙,/DRF/lawService.do?OC=tooget&target=law&MST=168183&type=HTML&mobileYn=&efYd=20150130,,168183,법무부,1270000,20150130,,일부개정,현행
606,11727,20130405,010878,법률,교도작업의 운영 및 특별회계에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=138747&type=HTML&mobileYn=&efYd=20130405,교도작업법,138747,법무부,1270000,20130405,,일부개정,현행
607,22282,20100721,011092,대통령령,교도작업의 운영 및 특별회계에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=106754&type=HTML&mobileYn=&efYd=20101022,교도작업법시행령,106754,법무부,1270000,20101022,,타법개정,현행
608,00855,20151125,011097,법무부령,교도작업의 운영 및 특별회계에 관한 법률 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=176754&type=HTML&mobileYn=&efYd=20151125,교도작업법시행규칙,176754,법무부,1270000,20151125,,일부개정,현행
609,00839,20040903,006532,교육인적자원부령,교사임용후보자명부작성규칙,/DRF/lawService.do?OC=tooget&target=law&MST=61460&type=HTML&mobileYn=&efYd=20040903,,61460,교육부,1342000,20040903,,일부개정,현행
610,00212,20180130,006005,국회규칙,교섭단체 정책연구위원 임용 등에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=202416&type=HTML&mobileYn=&efYd=20180130,,202416,국회,9700000,20180130,,일부개정,현행
611,28780,20180403,002565,대통령령,교원 등의 연수에 관한 규정,/DRF/lawService.do?OC=tooget&target=law&MST=203114&type=HTML&mobileYn=&efYd=20180403,,203114,교육부,1342000,20180403,,일부개정,현행
612,00160,20180725,006536,교육부령,교원 등의 연수에 관한 규정 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=204135&type=HTML&mobileYn=&efYd=20180725,,204135,교육부,1342000,20180725,,일부개정,현행
613,27418,20160802,002571,대통령령,교원소청에 관한 규정,/DRF/lawService.do?OC=tooget&target=law&MST=185170&type=HTML&mobileYn=&efYd=20160804,,185170,교육부,1342000,20160804,,타법개정,현행
614,13936,20160203,001967,법률,교원의 노동조합 설립 및 운영 등에 관한 법률,/DRF/lawService.do?OC=tooget&target=law&MST=180674&type=HTML&mobileYn=&efYd=20160804,교원노조법,180674,고용노동부,1492000,20160804,,타법개정,현행
615,24447,20130323,002567,대통령령,교원의 노동조합 설립 및 운영 등에 관한 법률 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=136256&type=HTML&mobileYn=&efYd=20130323,교원노조법시행령,136256,고용노동부,1492000,20130323,,타법개정,현행
616,00072,20121227,006537,고용노동부령,교원의 노동조합 설립 및 운영 등에 관한 법률 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=131227&type=HTML&mobileYn=&efYd=20121227,교원노조법시행규칙,131227,고용노동부,1492000,20121227,,타법개정,현행
617,13936,20160203,000886,법률,교원의 지위 향상 및 교육활동 보호를 위한 특별법,/DRF/lawService.do?OC=tooget&target=law&MST=180693&type=HTML&mobileYn=&efYd=20160804,교원지위법,180693,교육부,1342000,20160804,,일부개정,현행
618,27418,20160802,002566,대통령령,교원의 지위 향상 및 교육활동 보호를 위한 특별법 시행령,/DRF/lawService.do?OC=tooget&target=law&MST=185169&type=HTML&mobileYn=&efYd=20160804,,185169,교육부,1342000,20160804,,일부개정,현행
619,28521,20171229,002569,대통령령,교원자격검정령,/DRF/lawService.do?OC=tooget&target=law&MST=200676&type=HTML&mobileYn=&efYd=20171229,,200676,교육부,1342000,20171229,,타법개정,현행
620,00136,20170817,006538,교육부령,교원자격검정령 시행규칙,/DRF/lawService.do?OC=tooget&target=law&MST=196773&type=HTML&mobileYn=&efYd=20170817,,196773,교육부,1342000,20170817,,일부개정,현행
621,27418,20160802,002570,대통령령,교원지위향상을위한교섭ㆍ협의에관한규정,/DRF/lawService.do?OC=tooget&target=law&MST=185171&type=HTML&mobileYn=&efYd=20160804,,185171,교육부,1342000,20160804,,타법개정,현행
622,00473,20180119,010367,중앙선거관리위원회규칙,교육감선거 관리규칙,/DRF/lawService.do?OC=tooget&target=law&MST=201749&type=HTML&mobileYn=&efYd=20180119,,201749,중앙선거관리위원회,9760000,20180119,,일부개정,현행
623,00001,20130323,006560,교육부령,교육감 소속 지방공무원 인사교류 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=137581&type=HTML&mobileYn=&efYd=20130323,,137581,교육부,1342000,20130323,,타법개정,현행
624,00153,20180327,006561,교육부령,교육감 소속 지방공무원 인사기록ㆍ통계 및 인사사무 처리 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=202934&type=HTML&mobileYn=&efYd=20180327,,202934,교육부,1342000,20180327,,일부개정,현행
625,00133,20170721,006562,교육부령,교육감 소속 지방공무원 평정규칙,/DRF/lawService.do?OC=tooget&target=law&MST=194946&type=HTML&mobileYn=&efYd=20180722,,194946,교육부,1342000,20180722,,일부개정,현행
626,00900,20070209,006540,교육인적자원부령,교육감이 고등학교의 입학전형을 실시하는 지역에 관한 규칙,/DRF/lawService.do?OC=tooget&target=law&MST=77325&type=HTML&mobileYn=&efYd=20070209,,77325,교육부,1342000,20070209,,일부개정,현행
627,15523,20180320,001616,법률,교육공무원법,/DRF/lawService.do?OC=tooget&target=law&MST=202850&type=HTML&mobileYn=&efYd=20180921,,202850,교육부,1342000,20180921,,타법개정,현행
628,29180,20180918,002580,대통령령,교육공무원 승진규정,/DRF/lawService.do?OC=tooget&target=law&MST=204573&type=HTML&mobileYn=&efYd=20180921,,204573,교육부,1342000,20180921,,타법개정,현행
